post_id,user_id,platform,content_type,post_datetime,likes,comments_count,shares,views,hashtag_count,has_paid_promotion,post_duration_sec,caption_length,location_tagged,engagement_rate,hour,day
POST000050,USR02122,Twitter/X,Blog,2023-02-26 14:00:00,2.0,0.0,0.0,94.0,0.0,False,,1738,,0.02127659574468085,14,Sunday
POST000051,USR02942,YouTube,Meme,2022-02-17 02:00:00,119.0,9.0,8.0,2224.0,10.0,True,,1894,True,0.06115107913669065,2,Thursday
POST000052,USR03881,Snapchat,Reel/Short,2022-09-25 20:00:00,234.0,20.0,16.0,7795.0,17.0,False,356.0,214,False,0.03463758819756254,20,Sunday
POST000053,USR00365,Facebook,Reel/Short,2022-11-18 00:00:00,67.0,9.0,3.0,835.0,26.0,False,3443.0,130,False,0.09461077844311377,0,Friday
POST000054,USR02312,Facebook,Meme,2023-12-23 21:00:00,51.0,3.0,1.0,2296.0,16.0,True,,2195,False,0.023954703832752614,21,Saturday
POST000055,USR02865,TikTok,Meme,2023-06-22 23:00:00,11.0,2.0,0.0,484.0,5.0,,,453,True,0.026859504132231406,23,Thursday
POST000056,USR00185,Instagram,Meme,2023-08-14 23:00:00,126.0,7.0,1.0,1450.0,8.0,False,,1955,False,0.09241379310344827,23,Monday
POST000057,USR03504,Twitter/X,Blog,2023-08-02 07:00:00,176.0,16.0,13.0,5272.0,15.0,False,,1081,True,0.038884673748103185,7,Wednesday
POST000058,USR04789,Facebook,Video,2023-11-17 10:00:00,96.0,2.0,4.0,1164.0,10.0,False,2636.0,384,False,0.08762886597938144,10,Friday
POST000059,USR03006,LinkedIn,Live,2023-06-16 16:00:00,1791.0,119.0,60.0,82437.0,24.0,False,793.0,862,False,0.023897036524861408,16,Friday
POST000060,USR00730,Twitter/X,Video,2023-12-06 22:00:00,36.0,4.0,3.0,975.0,0.0,False,2761.0,496,False,0.0441025641025641,22,Wednesday
POST000061,USR04076,LinkedIn,Meme,2023-09-26 03:00:00,4.0,0.0,0.0,40.0,30.0,False,,732,False,0.1,3,Tuesday
POST000062,USR00567,Facebook,Reel/Short,2023-03-20 21:00:00,1554.0,18.0,99.0,37854.0,26.0,False,1486.0,947,True,0.04414328736725313,21,Monday
POST000063,USR01312,Pinterest,Live,2022-09-12 15:00:00,1.0,0.0,0.0,24.0,24.0,False,903.0,1699,True,0.041666666666666664,15,Monday
POST000064,USR04439,Twitter/X,Blog,2022-12-21 21:00:00,25.0,0.0,2.0,470.0,0.0,False,,206,True,0.0574468085106383,21,Wednesday
POST000065,USR03424,LinkedIn,Photo,2023-11-24 20:00:00,9.0,0.0,1.0,203.0,0.0,False,,1326,False,0.04926108374384237,20,Friday
POST000066,USR00612,Instagram,Photo,2023-01-30 04:00:00,45.0,6.0,1.0,1409.0,26.0,False,,2123,True,0.036905606813342796,4,Monday
POST000067,USR04101,LinkedIn,Meme,2023-07-26 19:00:00,42.0,1.0,3.0,1513.0,21.0,False,,480,False,0.03040317250495704,19,Wednesday
POST000068,USR00624,TikTok,Meme,2022-02-25 00:00:00,8.0,1.0,1.0,105.0,20.0,False,,2100,False,0.09523809523809523,0,Friday
POST000069,USR00498,TikTok,Meme,2023-10-21 05:00:00,462.0,66.0,25.0,8238.0,16.0,False,,5,False,0.06712794367564943,5,Saturday
POST000070,USR00223,LinkedIn,Video,2023-06-02 15:00:00,42.0,4.0,3.0,643.0,3.0,False,1836.0,1106,False,0.07620528771384137,15,Friday
POST000071,USR00953,Instagram,Video,2023-05-23 05:00:00,625.0,35.0,42.0,30723.0,29.0,False,725.0,1148,False,0.022849331120007813,5,Tuesday
POST000072,USR01907,LinkedIn,Video,2022-03-18 15:00:00,5.0,0.0,0.0,230.0,25.0,False,2039.0,1371,False,0.021739130434782608,15,Friday
POST000073,USR01161,Pinterest,Live,2022-11-25 07:00:00,6.0,0.0,0.0,241.0,23.0,,2109.0,1079,False,0.024896265560165973,7,Friday
POST000074,USR02785,YouTube,Live,2022-12-05 08:00:00,6.0,1.0,0.0,87.0,10.0,False,2476.0,109,True,0.08045977011494253,8,Monday
POST000075,USR03835,Pinterest,Photo,2022-02-21 16:00:00,154.0,19.0,5.0,4084.0,18.0,False,,1117,True,0.0435847208619001,16,Monday
POST000076,USR04634,YouTube,Blog,2022-08-17 17:00:00,1799.0,74.0,34.0,41207.0,6.0,False,,1279,False,0.046278544907418645,17,Wednesday
POST000077,USR00703,Snapchat,Reel/Short,2023-10-21 12:00:00,30.0,3.0,2.0,757.0,8.0,False,1694.0,1119,False,0.046235138705416116,12,Saturday
POST000078,USR03409,Snapchat,Meme,2023-02-17 07:00:00,1.0,0.0,0.0,26.0,6.0,False,,1197,False,0.038461538461538464,7,Friday
POST000079,USR00997,Twitter/X,Meme,2022-03-22 14:00:00,141.0,4.0,4.0,5266.0,2.0,False,,1399,True,0.0282947208507406,14,Tuesday
POST000080,USR03935,Instagram,Blog,2023-03-31 18:00:00,206.0,9.0,10.0,4457.0,15.0,False,,350,,0.05048238725600179,18,Friday
POST000081,USR04828,Instagram,Meme,2023-04-04 02:00:00,7.0,0.0,0.0,60.0,23.0,False,,1184,True,0.11666666666666667,2,Tuesday
POST000082,USR02261,Twitter/X,Text,2023-05-26 14:00:00,169.0,14.0,10.0,3151.0,21.0,True,,1141,False,0.06125039669946049,14,Friday
POST000083,USR00587,Pinterest,Video,2022-11-20 03:00:00,276.0,10.0,7.0,2513.0,21.0,False,373.0,1777,True,0.11659371269399124,3,Sunday
POST000084,USR02985,Twitter/X,Meme,2023-05-25 23:00:00,1.0,0.0,0.0,36.0,11.0,False,,860,False,0.027777777777777776,23,Thursday
POST000085,USR02870,Facebook,Video,2023-11-01 00:00:00,509.0,25.0,36.0,5363.0,2.0,False,1979.0,1142,True,0.10628379638262167,0,Wednesday
POST000086,USR03577,TikTok,Text,2022-04-16 12:00:00,577.0,64.0,36.0,6646.0,15.0,False,,1816,True,0.10186578393018357,12,Saturday
POST000087,USR02724,Facebook,Story,2023-02-27 01:00:00,29.0,2.0,2.0,575.0,17.0,False,,1021,True,0.057391304347826085,1,Monday
POST000088,USR01005,Twitter/X,Blog,2023-07-25 17:00:00,198.0,12.0,13.0,7109.0,4.0,False,,1161,True,0.03136868757912505,17,Tuesday
POST000089,USR01776,Twitter/X,Meme,2022-01-01 02:00:00,2844.0,152.0,178.0,34094.0,15.0,False,,130,False,0.09309555933595354,2,Saturday
POST000090,USR01115,LinkedIn,Reel/Short,2023-09-11 19:00:00,15.0,0.0,1.0,343.0,15.0,False,1052.0,272,False,0.04664723032069971,19,Monday
POST000091,USR02900,Twitter/X,Meme,2023-10-15 09:00:00,556.0,78.0,7.0,7947.0,28.0,False,,1889,False,0.08065936831508745,9,Sunday
POST000092,USR04721,Pinterest,Blog,2023-06-05 17:00:00,89.0,11.0,4.0,3477.0,15.0,False,,1362,False,0.029910842680471672,17,Monday
POST000093,USR02690,Facebook,Video,2022-07-31 20:00:00,6.0,0.0,0.0,116.0,10.0,False,527.0,1454,False,0.05172413793103448,20,Sunday
POST000094,USR00613,TikTok,Video,2023-11-19 14:00:00,1.0,0.0,0.0,34.0,20.0,False,2464.0,38,True,0.029411764705882353,14,Sunday
POST000095,USR03611,Twitter/X,Photo,2022-12-16 11:00:00,231.0,17.0,16.0,8752.0,18.0,False,,1896,True,0.03016453382084095,11,Friday
POST000096,USR02578,Snapchat,Story,2022-02-25 07:00:00,4.0,0.0,0.0,99.0,25.0,False,,1565,,0.04040404040404041,7,Friday
POST000097,USR01404,TikTok,Live,2023-04-11 10:00:00,378.0,50.0,5.0,8933.0,19.0,False,3213.0,364,False,0.0484719579088772,10,Tuesday
POST000098,USR00011,Snapchat,Live,2023-07-28 19:00:00,1.0,0.0,0.0,7.0,13.0,False,428.0,959,False,0.14285714285714285,19,Friday
POST000099,USR01998,Snapchat,Reel/Short,2023-09-07 15:00:00,4222212.0,11.0,2.0,1434.0,21.0,False,3229.0,664,False,2944.36889818689,15,Thursday
POST000100,USR00555,TikTok,Story,2023-11-04 11:00:00,29.0,3.0,1.0,1206.0,19.0,True,,881,True,0.02736318407960199,11,Saturday
POST000101,USR00764,Snapchat,Photo,2023-04-09 03:00:00,1562.0,65.0,10.0,48879.0,2.0,False,,280,False,0.03349086519773318,3,Sunday
POST000102,USR04647,Instagram,Reel/Short,2022-04-10 21:00:00,86.0,5.0,3.0,1470.0,17.0,False,2294.0,1887,False,0.06394557823129252,21,Sunday
POST000103,USR01871,Pinterest,Text,2022-08-16 00:00:00,186.0,21.0,9.0,8284.0,16.0,False,,599,False,0.02607436021245775,0,Tuesday
POST000104,USR00755,Facebook,Text,2022-12-16 11:00:00,23.0,1.0,1.0,1025.0,21.0,False,,1308,True,0.024390243902439025,11,Friday
POST000105,USR03156,Twitter/X,Photo,2023-10-11 09:00:00,38.0,2.0,0.0,982.0,24.0,False,,1505,,0.04073319755600815,9,Wednesday
POST000106,USR00337,Instagram,Live,2023-07-15 16:00:00,448.0,66.0,8.0,13905.0,18.0,False,877.0,1615,True,0.037540453074433655,16,Saturday
POST000107,USR00055,Twitter/X,Reel/Short,2023-01-18 22:00:00,56.0,6.0,2.0,894.0,15.0,False,1463.0,2089,False,0.07158836689038031,22,Wednesday
POST000108,USR03393,LinkedIn,Reel/Short,2022-04-19 01:00:00,9.0,0.0,1.0,338.0,16.0,False,1351.0,1106,False,0.029585798816568046,1,Tuesday
POST000109,USR01117,Pinterest,Live,2022-06-18 15:00:00,534.0,12.0,24.0,6464.0,3.0,False,2545.0,1291,False,0.08818069306930693,15,Saturday
POST000110,USR04204,Twitter/X,Meme,2022-05-24 22:00:00,1590.0,230.0,75.0,60498.0,23.0,False,,1588,False,0.03132334953221594,22,Tuesday
POST000111,USR03422,Instagram,Photo,2023-02-24 03:00:00,1103.0,88.0,45.0,9798.0,4.0,False,,554,True,0.12614819350887937,3,Friday
POST000112,USR04645,Twitter/X,Photo,2022-09-18 19:00:00,721.0,50.0,51.0,28388.0,21.0,False,,978,,0.028955896857827252,19,Sunday
POST000113,USR02794,Pinterest,Photo,2022-07-20 06:00:00,31.0,4.0,2.0,440.0,10.0,False,,1460,True,0.08409090909090909,6,Wednesday
POST000114,USR04683,LinkedIn,Meme,2022-05-04 12:00:00,8.0,1.0,0.0,358.0,12.0,False,,1687,False,0.025139664804469275,12,Wednesday
POST000115,USR04946,LinkedIn,Live,2022-08-09 14:00:00,5.0,0.0,0.0,128.0,24.0,False,572.0,776,False,0.0390625,14,Tuesday
POST000116,USR04585,TikTok,Reel/Short,2022-07-15 22:00:00,4.0,0.0,0.0,131.0,27.0,True,3472.0,464,,0.030534351145038167,22,Friday
POST000117,USR00822,Facebook,Blog,2022-12-13 03:00:00,45.0,4.0,2.0,1876.0,26.0,False,,142,True,0.027185501066098083,3,Tuesday
POST000118,USR04169,Pinterest,Live,2023-03-01 01:00:00,1887.0,162.0,37.0,13190.0,11.0,False,2123.0,154,False,0.15815011372251706,1,Wednesday
POST000119,USR03163,Pinterest,Text,2023-10-11 21:00:00,2.0,0.0,0.0,79.0,2.0,False,,1568,True,0.02531645569620253,21,Wednesday
POST000120,USR01902,Pinterest,Story,2023-08-26 03:00:00,56.0,5.0,1.0,954.0,17.0,False,,728,True,0.0649895178197065,3,Saturday
POST000121,USR02868,Twitter/X,Photo,2023-04-07 14:00:00,29.0,3.0,0.0,416.0,11.0,False,,728,True,0.07692307692307693,14,Friday
POST000122,USR00448,Facebook,Photo,2023-11-06 18:00:00,5.0,1.0,0.0,207.0,25.0,False,,1821,True,0.028985507246376812,18,Monday
POST000123,USR04926,LinkedIn,Blog,2023-06-01 04:00:00,33.0,3.0,2.0,870.0,9.0,False,,2150,False,0.04367816091954023,4,Thursday
POST000124,USR04676,LinkedIn,Blog,2023-05-26 00:00:00,720.0,64.0,5.0,32484.0,0.0,False,,1666,False,0.024288880679719245,0,Friday
POST000125,USR03296,Pinterest,Story,2023-06-28 23:00:00,86.0,8.0,1.0,1172.0,18.0,False,,766,False,0.0810580204778157,23,Wednesday
POST000126,USR03288,LinkedIn,Blog,2022-02-19 17:00:00,191.0,9.0,5.0,6484.0,8.0,False,,266,False,0.03161628624305984,17,Saturday
POST000127,USR00166,YouTube,Video,2023-03-20 18:00:00,463.0,61.0,27.0,15327.0,1.0,False,1834.0,705,False,0.0359496313694787,18,Monday
POST000128,USR00434,LinkedIn,Reel/Short,2023-05-10 16:00:00,118.0,11.0,6.0,4998.0,28.0,False,3046.0,1603,False,0.02701080432172869,16,Wednesday
POST000129,USR01820,LinkedIn,Reel/Short,2022-07-01 22:00:00,26.0,3.0,1.0,930.0,13.0,False,3600.0,1738,False,0.03225806451612903,22,Friday
POST000130,USR04166,Snapchat,Meme,2023-08-16 05:00:00,67.0,5.0,2.0,1255.0,7.0,False,,1453,True,0.05896414342629482,5,Wednesday
POST000131,USR00543,LinkedIn,Reel/Short,2022-05-12 03:00:00,6.0,0.0,0.0,203.0,9.0,False,2594.0,424,True,0.029556650246305417,3,Thursday
POST000132,USR02233,Twitter/X,Live,2023-02-01 21:00:00,61.0,2.0,2.0,2702.0,18.0,False,2795.0,1758,False,0.024056254626202814,21,Wednesday
POST000133,USR01674,Snapchat,Video,2023-09-07 19:00:00,70.0,5.0,1.0,3022.0,21.0,False,105.0,955,False,0.02514890800794176,19,Thursday
POST000134,USR00140,Facebook,Meme,2022-11-26 16:00:00,761.0,100.0,22.0,33507.0,18.0,,,605,False,0.02635270242038977,16,Saturday
POST000135,USR03335,Instagram,Photo,2023-01-29 13:00:00,29.0,1.0,1.0,829.0,9.0,False,,1539,True,0.03739445114595899,13,Sunday
POST000136,USR04252,Facebook,Blog,2023-09-16 22:00:00,29.0,2.0,1.0,1124.0,22.0,False,,1264,True,0.028469750889679714,22,Saturday
POST000137,USR02379,TikTok,Meme,2022-09-12 08:00:00,3.0,0.0,0.0,40.0,7.0,False,,140,False,0.075,8,Monday
POST000138,USR01504,TikTok,Live,2023-02-12 10:00:00,200.0,26.0,9.0,9473.0,0.0,False,1032.0,2045,False,0.02480734719729758,10,Sunday
POST000139,USR03036,Facebook,Text,2022-10-29 14:00:00,3.0,0.0,0.0,84.0,7.0,False,,1046,False,0.03571428571428571,14,Saturday
POST000140,USR04417,LinkedIn,Photo,2022-05-17 04:00:00,20.0,1.0,1.0,693.0,8.0,True,,500,True,0.031746031746031744,4,Tuesday
POST000141,USR01947,Facebook,Live,2023-02-27 19:00:00,13.0,0.0,0.0,415.0,25.0,False,483.0,181,False,0.03132530120481928,19,Monday
POST000142,USR04260,Snapchat,Video,2023-12-18 23:00:00,324.0,17.0,15.0,3523.0,1.0,False,2078.0,12,True,0.10105024127164348,23,Monday
POST000143,USR00202,Snapchat,Photo,2023-06-09 09:00:00,145.0,9.0,5.0,6224.0,1.0,True,,1259,False,0.025546272493573264,9,Friday
POST000144,USR04186,Twitter/X,Live,2023-12-20 17:00:00,225.0,7.0,4.0,4622.0,14.0,True,2169.0,1865,True,0.05106014712245781,17,Wednesday
POST000145,USR04682,Snapchat,Photo,2022-11-18 22:00:00,362.0,18.0,22.0,17185.0,24.0,False,,1207,True,0.02339249345359325,22,Friday
POST000146,USR01470,YouTube,Reel/Short,2023-07-21 20:00:00,15.0,2.0,0.0,115.0,10.0,False,2179.0,2157,True,0.14782608695652175,20,Friday
POST000147,USR04897,Instagram,Blog,2022-08-11 06:00:00,10.0,1.0,0.0,104.0,9.0,False,,858,False,0.10576923076923077,6,Thursday
POST000148,USR00986,Instagram,Live,2022-08-03 19:00:00,2.0,0.0,0.0,31.0,16.0,False,1977.0,935,False,0.06451612903225806,19,Wednesday
POST000149,USR03554,YouTube,Photo,2022-10-25 21:00:00,70.0,10.0,5.0,1685.0,5.0,False,,737,False,0.050445103857566766,21,Tuesday
POST000150,USR00677,Snapchat,Photo,2022-12-20 21:00:00,11.0,1.0,0.0,288.0,4.0,False,,1163,False,0.041666666666666664,21,Tuesday
POST000151,USR01905,LinkedIn,Live,2022-05-16 22:00:00,135.0,8.0,5.0,1039.0,8.0,False,2998.0,1400,False,0.1424446583253128,22,Monday
POST000152,USR04749,YouTube,Text,2023-10-28 05:00:00,556.0,31.0,6.0,5750.0,12.0,False,,114,False,0.1031304347826087,5,Saturday
POST000153,USR03050,Facebook,Video,2023-05-31 17:00:00,351.0,30.0,3.0,5364.0,2.0,False,1165.0,1014,False,0.07158836689038031,17,Wednesday
POST000154,USR01890,Facebook,Text,2023-12-12 20:00:00,70.0,8.0,3.0,2483.0,14.0,False,,365,False,0.03262182843334676,20,Tuesday
POST000155,USR01829,Instagram,Meme,2022-11-27 22:00:00,64.0,3.0,3.0,696.0,3.0,True,,351,True,0.10057471264367816,22,Sunday
POST000156,USR00764,Pinterest,Text,2022-04-29 11:00:00,54.0,7.0,1.0,2054.0,11.0,False,,1974,False,0.03018500486854917,11,Friday
POST000157,USR04751,Facebook,Live,2023-07-30 15:00:00,3827.0,220.0,62.0,129311.0,5.0,False,3177.0,519,False,0.031776105667731286,15,Sunday
POST000158,USR02404,TikTok,Story,2023-08-20 18:00:00,17.0,1.0,1.0,483.0,3.0,False,,1061,False,0.039337474120082816,18,Sunday
POST000159,USR01360,Facebook,Live,2023-11-15 22:00:00,64.0,8.0,4.0,1737.0,24.0,False,2235.0,674,False,0.04375359815774323,22,Wednesday
POST000160,USR00085,Instagram,Meme,2023-03-04 21:00:00,38.0,2.0,3.0,1275.0,14.0,False,,1318,False,0.03372549019607843,21,Saturday
POST000161,USR00866,Twitter/X,Reel/Short,2023-07-01 09:00:00,11.0,1.0,0.0,326.0,16.0,True,177.0,289,False,0.03680981595092025,9,Saturday
POST000162,USR03176,Pinterest,Blog,2023-03-09 00:00:00,26.0,2.0,2.0,169.0,23.0,False,,1882,True,0.17751479289940827,0,Thursday
POST000163,USR01142,Snapchat,Meme,2023-06-20 03:00:00,58.0,3.0,3.0,1858.0,29.0,True,,1416,True,0.03444564047362755,3,Tuesday
POST000164,USR01062,Snapchat,Meme,2022-01-26 12:00:00,5.0,0.0,0.0,62.0,11.0,False,,1220,False,0.08064516129032258,12,Wednesday
POST000165,USR04579,Twitter/X,Meme,2022-05-29 01:00:00,1476.0,172.0,40.0,64420.0,9.0,False,,420,False,0.02620304253337473,1,Sunday
POST000166,USR04232,LinkedIn,Video,2023-11-18 01:00:00,233.0,24.0,9.0,1249.0,24.0,False,2966.0,1039,True,0.21297037630104082,1,Saturday
POST000167,USR00076,TikTok,Blog,2022-07-24 08:00:00,485.0,56.0,15.0,4070.0,9.0,False,,1497,,0.1366093366093366,8,Sunday
POST000168,USR00316,Pinterest,Blog,2022-06-14 09:00:00,40.0,2.0,3.0,1439.0,16.0,False,,1993,False,0.03127171646977067,9,Tuesday
POST000169,USR00497,LinkedIn,Live,2023-12-01 08:00:00,29.0,3.0,2.0,1324.0,16.0,False,1124.0,1859,False,0.0256797583081571,8,Friday
POST000170,USR00956,TikTok,Meme,2022-05-30 01:00:00,36.0,2.0,1.0,1634.0,0.0,False,,457,False,0.02386780905752754,1,Monday
POST000171,USR00621,Twitter/X,Story,2023-12-09 09:00:00,14.0,1.0,0.0,429.0,29.0,True,,942,True,0.03496503496503497,9,Saturday
POST000172,USR03640,Facebook,Story,2022-07-28 17:00:00,735.0,98.0,46.0,30067.0,2.0,False,,1247,False,0.02923470914956597,17,Thursday
POST000173,USR00018,LinkedIn,Photo,2022-02-03 11:00:00,892.0,99.0,15.0,21788.0,16.0,False,,2049,False,0.046172204883422066,11,Thursday
POST000174,USR04528,Pinterest,Reel/Short,2023-04-09 03:00:00,164.0,18.0,2.0,4818.0,27.0,False,994.0,2023,False,0.038190120381901206,3,Sunday
POST000175,USR00616,Instagram,Text,2023-09-23 21:00:00,1630.0,130.0,99.0,74094.0,4.0,False,,1494,False,0.025089750857019463,21,Saturday
POST000176,USR00149,LinkedIn,Blog,2023-07-30 07:00:00,6587.0,601.0,293.0,188537.0,28.0,False,,989,,0.03967921415955489,7,Sunday
POST000177,USR04536,Pinterest,Video,2023-10-25 17:00:00,4333053.0,254.0,41.0,85968.0,19.0,False,1788.0,1117,False,50.406523357528386,17,Wednesday
