comment_id,post_id,user_id,comment_datetime,sentiment_score,is_toxic,is_reply,likes_on_comment,contains_emoji,comment_length_chars,language
CMT0000024,POST010537,USR02994,2022-06-12 17:00:00,-0.356,False,True,2,False,449,English
CMT0000025,POST016530,USR00834,2022-04-13 12:00:00,-0.597,True,False,9,True,871,Portuguese
CMT0000026,POST000922,USR03407,2022-02-05 23:00:00,0.576,False,False,0,True,890,German
CMT0000027,POST016733,USR04546,2022-11-29 19:00:00,-0.437,False,False,21,True,893,English
CMT0000028,POST026330,USR04357,2023-03-06 01:00:00,-0.129,False,False,22,False,927,French
CMT0000029,POST012173,USR02154,2022-11-29 04:00:00,0.456,False,False,54,False,991,English
CMT0000030,POST020571,USR03500,2023-01-29 14:00:00,1.0,False,True,109,True,618,Arabic
CMT0000031,POST004043,USR03790,2022-03-23 13:00:00,-0.542,True,True,263,True,640,English
CMT0000032,POST002730,USR03529,2023-08-29 14:00:00,-0.601,False,True,4,True,803,English
CMT0000033,POST022733,USR04421,2023-04-15 17:00:00,0.688,False,False,1,False,129,German
CMT0000034,POST002072,USR02852,2022-03-14 19:00:00,-0.029,False,False,100,False,508,English
CMT0000035,POST027431,USR00189,2023-05-24 12:00:00,0.419,False,True,6,False,177,English
CMT0000036,POST028738,USR00662,2023-04-12 23:00:00,-0.283,False,True,4,False,383,English
CMT0000037,POST027926,USR01813,2023-11-29 07:00:00,-0.348,False,True,8,False,111,English
CMT0000038,POST028759,USR04178,2022-05-05 09:00:00,-0.033,False,False,140,False,225,Hindi
CMT0000039,POST010579,USR00694,2023-07-16 02:00:00,-1.0,True,False,3,True,383,French
CMT0000040,POST000762,USR01778,2022-06-09 08:00:00,-1.0,False,False,1,True,101,English
CMT0000041,POST021763,USR02330,2023-05-16 18:00:00,0.51,False,False,1,True,514,English
CMT0000042,POST022943,USR02560,2023-01-17 13:00:00,-0.012,False,False,35,True,338,French
CMT0000043,POST009922,USR02586,2022-02-11 10:00:00,-0.068,False,True,12,True,617,English
CMT0000044,POST003516,USR00878,2023-11-18 00:00:00,0.329,False,False,4,True,979,English
CMT0000045,POST005425,USR03089,2023-12-09 04:00:00,-0.548,True,False,1,False,911,German
CMT0000046,POST027076,USR00581,2022-02-17 12:00:00,-0.11,False,True,1,True,562,Portuguese
CMT0000047,POST005296,USR00893,2022-12-11 02:00:00,0.665,False,True,4,True,829,Arabic
CMT0000048,POST023770,USR04396,2022-11-19 14:00:00,0.592,False,True,28,True,32,English
CMT0000049,POST027977,USR04100,2022-05-23 00:00:00,-0.464,True,False,2,True,630,English
CMT0000050,POST011259,USR01039,2022-07-04 08:00:00,-1.0,True,True,3,True,259,Portuguese
CMT0000051,POST001953,USR00093,2023-10-25 21:00:00,0.007,False,False,5,False,367,English
CMT0000052,POST027498,USR03780,2022-04-26 23:00:00,-0.373,False,True,3,True,495,French
CMT0000053,POST002485,USR03827,2023-09-30 00:00:00,1.0,False,True,4,False,775,English
CMT0000054,POST003721,USR01721,2022-12-26 06:00:00,0.144,False,False,102,True,336,English
CMT0000055,POST005458,USR04388,2023-01-22 04:00:00,-0.055,False,False,2,True,301,English
CMT0000056,POST029668,USR02669,2023-03-19 06:00:00,0.227,False,True,13,True,813,English
CMT0000057,POST016505,USR04959,2023-08-31 12:00:00,1.0,False,False,9,True,257,English
CMT0000058,POST014930,USR04004,2022-09-12 17:00:00,0.018,False,True,0,False,453,Arabic
CMT0000059,POST025473,USR02727,2022-11-30 23:00:00,-0.186,False,False,4,False,85,English
CMT0000060,POST025071,USR03672,2023-03-17 19:00:00,-0.6,False,False,0,True,676,English
CMT0000061,POST010863,USR04103,2022-02-14 11:00:00,0.022,False,False,3,True,518,Arabic
CMT0000062,POST001966,USR04590,2023-10-23 06:00:00,0.515,False,False,10,False,163,English
CMT0000063,POST017082,USR01701,2023-01-22 04:00:00,1.0,False,False,29,True,647,Hindi
CMT0000064,POST005955,USR02127,2022-12-20 13:00:00,0.604,False,False,2,True,857,English
CMT0000065,POST012953,USR03603,2023-11-30 12:00:00,-0.162,False,False,3,False,598,English
CMT0000066,POST015320,USR01710,2023-01-14 09:00:00,1.0,False,False,64,True,86,English
CMT0000067,POST026283,USR03718,2023-06-19 03:00:00,-0.874,True,False,10,True,619,English
CMT0000068,POST001362,USR02432,2023-08-25 01:00:00,0.26,True,True,0,True,107,English
CMT0000069,POST006394,USR00875,2022-04-22 20:00:00,0.537,False,False,24,False,855,English
CMT0000070,POST018551,USR02859,2022-04-21 15:00:00,-0.053,False,False,10,False,241,English
CMT0000071,POST001802,USR02820,2022-02-20 15:00:00,0.656,False,False,0,True,608,Hindi
CMT0000072,POST019302,USR00374,2023-06-29 04:00:00,0.613,False,False,48,True,189,English
CMT0000073,POST015894,USR01606,2023-11-21 03:00:00,0.701,False,False,33,True,505,Japanese
CMT0000074,POST008071,USR00902,2022-04-20 15:00:00,1.0,False,True,3,True,692,English
CMT0000075,POST018276,USR00114,2023-03-07 08:00:00,-0.608,True,True,11,False,521,English
CMT0000076,POST000272,USR02455,2022-09-04 21:00:00,0.126,False,False,6,True,871,English
CMT0000077,POST014380,USR04706,2023-12-13 18:00:00,0.827,False,False,28,False,249,English
CMT0000078,POST020201,USR04332,2023-08-31 13:00:00,0.084,False,True,12,False,108,Spanish
CMT0000079,POST019314,USR02815,2022-02-03 12:00:00,-0.464,False,False,32,False,356,English
CMT0000080,POST003104,USR03235,2023-04-25 11:00:00,1.0,False,False,0,True,715,English
CMT0000081,POST009315,USR02508,2022-05-23 08:00:00,-0.393,False,False,70,False,626,Portuguese
CMT0000082,POST019830,USR01476,2023-04-21 22:00:00,0.585,False,False,9,True,469,Arabic
CMT0000083,POST007885,USR02341,2023-12-14 11:00:00,0.541,False,False,9,True,301,Spanish
CMT0000084,POST016150,USR03473,2022-01-22 15:00:00,0.898,False,False,6,False,893,Arabic
CMT0000085,POST029857,USR02856,2023-10-29 02:00:00,-0.512,False,True,5,True,779,Portuguese
CMT0000086,POST029279,USR04801,2022-06-28 19:00:00,0.091,True,True,1,True,340,English
CMT0000087,POST003522,USR01112,2023-04-02 21:00:00,0.998,False,True,7,False,667,Spanish
CMT0000088,POST019672,USR04619,2022-06-21 11:00:00,0.648,False,True,373,False,154,English
CMT0000089,POST003056,USR00835,2023-07-11 23:00:00,-0.391,False,True,15,False,1000,English
CMT0000090,POST001033,USR01666,2023-07-14 15:00:00,0.657,False,True,3,False,252,English
CMT0000091,POST009040,USR00402,2022-04-20 07:00:00,0.212,False,True,10,False,504,English
CMT0000092,POST012121,USR04520,2022-05-20 20:00:00,0.129,False,False,4,False,369,English
CMT0000093,POST003632,USR01206,2022-06-28 16:00:00,-0.806,False,False,18,True,953,English
CMT0000094,POST009929,USR00515,2023-05-01 11:00:00,1.0,False,False,3,False,96,Spanish
CMT0000095,POST004007,USR02075,2022-09-14 04:00:00,0.008,False,False,14,True,591,English
CMT0000096,POST008383,USR04949,2023-10-30 16:00:00,0.46,False,False,10,True,210,English
CMT0000097,POST012499,USR01397,2023-08-18 00:00:00,0.682,False,False,2,False,274,Spanish
CMT0000098,POST023078,USR02552,2022-01-24 11:00:00,0.368,False,False,4,True,590,Portuguese
CMT0000099,POST017632,USR01765,2023-02-09 14:00:00,0.72,False,False,2,True,934,English
CMT0000100,POST016440,USR00587,2022-11-07 02:00:00,0.451,False,False,21,True,22,Spanish
CMT0000101,POST026001,USR01620,2023-06-16 04:00:00,-0.346,False,True,49,True,935,English
CMT0000102,POST003962,USR04760,2023-10-25 18:00:00,0.027,False,False,5,True,946,English
CMT0000103,POST025811,USR02274,2022-11-03 21:00:00,0.529,False,True,4,True,366,Hindi
CMT0000104,POST016215,USR00992,2022-07-31 01:00:00,0.387,True,False,22,True,485,English
CMT0000105,POST010423,USR03451,2022-12-02 01:00:00,0.409,False,False,4,True,561,English
CMT0000106,POST024637,USR04773,2022-10-13 08:00:00,-0.632,True,False,11,False,350,English
CMT0000107,POST013420,USR01730,2023-07-08 06:00:00,-1.0,True,False,12,True,935,English
CMT0000108,POST002105,USR03399,2023-08-03 02:00:00,0.186,False,True,1,False,736,English
CMT0000109,POST001381,USR01159,2023-04-28 06:00:00,0.699,False,False,86,True,272,English
CMT0000110,POST018548,USR00964,2022-02-15 00:00:00,0.096,False,True,14,True,315,Spanish
CMT0000111,POST011448,USR00063,2023-07-28 12:00:00,0.249,False,False,4,False,295,English
CMT0000112,POST018204,USR00533,2022-11-28 21:00:00,-0.249,False,False,2,True,76,English
CMT0000113,POST007451,USR01499,2023-05-10 17:00:00,0.395,False,False,85,True,153,Portuguese
CMT0000114,POST026011,USR04813,2023-04-21 18:00:00,-0.633,True,False,20,True,206,German
CMT0000115,POST009695,USR00659,2023-05-19 01:00:00,0.025,False,False,50,True,685,English
CMT0000116,POST017677,USR04503,2022-10-14 03:00:00,1.0,False,False,300,False,174,English
CMT0000117,POST023685,USR02045,2022-11-20 15:00:00,0.572,False,False,42,True,586,Hindi
CMT0000118,POST007846,USR04105,2022-09-17 04:00:00,0.248,False,True,3,False,476,English
CMT0000119,POST011119,USR03783,2023-10-01 18:00:00,0.657,False,True,7,True,589,English
CMT0000120,POST019535,USR02546,2022-09-29 06:00:00,0.151,True,True,11,True,62,Portuguese
CMT0000121,POST002144,USR01332,2022-06-01 02:00:00,-0.011,False,False,3,False,659,Hindi
CMT0000122,POST026757,USR00720,2023-01-02 22:00:00,-0.795,True,True,100,True,374,English
CMT0000123,POST005217,USR02022,2023-09-14 13:00:00,0.287,False,False,2,False,925,German
CMT0000124,POST015322,USR01307,2023-03-06 20:00:00,-1.0,False,True,6,True,285,English
CMT0000125,POST011000,USR02773,2023-07-04 04:00:00,-0.677,True,False,9,True,464,English
CMT0000126,POST028702,USR04847,2023-08-04 05:00:00,-0.414,False,False,0,True,642,English
CMT0000127,POST007466,USR03218,2023-05-11 06:00:00,0.106,False,True,11,True,809,Portuguese
CMT0000128,POST013666,USR01859,2022-02-22 20:00:00,-0.221,False,False,1,True,418,German
CMT0000129,POST024414,USR03549,2023-05-10 07:00:00,-0.465,False,False,1,True,881,Spanish
CMT0000130,POST006058,USR03124,2023-09-26 07:00:00,-0.176,False,False,8,False,426,Japanese
CMT0000131,POST009869,USR00707,2023-04-05 01:00:00,-0.841,True,False,12,True,195,English
CMT0000132,POST028421,USR01717,2023-05-11 06:00:00,0.53,False,False,10,True,661,English
CMT0000133,POST015500,USR03360,2022-10-16 17:00:00,-0.589,True,False,3,True,980,Arabic
CMT0000134,POST020124,USR04284,2022-11-28 13:00:00,-0.224,False,False,3,True,333,English
CMT0000135,POST020240,USR04179,2023-05-10 10:00:00,0.059,False,False,52,False,746,English
CMT0000136,POST024357,USR03746,2023-07-03 09:00:00,1.0,False,False,45,False,478,Hindi
CMT0000137,POST001834,USR00526,2023-10-28 18:00:00,0.572,False,True,1,True,998,Hindi
CMT0000138,POST011599,USR02000,2023-09-01 00:00:00,0.59,False,False,0,False,146,English
CMT0000139,POST006004,USR00333,2023-10-17 01:00:00,-0.209,False,False,0,True,613,English
CMT0000140,POST025069,USR01493,2023-12-29 21:00:00,0.258,False,False,3,False,205,English
CMT0000141,POST007523,USR04993,2023-08-29 15:00:00,-0.383,False,False,7,False,321,English
CMT0000142,POST022374,USR04323,2022-09-20 18:00:00,0.831,False,True,26,True,29,Hindi
CMT0000143,POST006322,USR02738,2023-08-29 07:00:00,0.582,False,False,2,True,232,English
CMT0000144,POST023986,USR02775,2023-03-28 11:00:00,-0.481,True,False,1,False,837,Portuguese
CMT0000145,POST021644,USR01981,2023-04-04 18:00:00,-0.072,False,False,36,True,197,Spanish
CMT0000146,POST023629,USR00612,2022-06-09 15:00:00,0.133,False,True,0,True,161,Spanish
CMT0000147,POST010089,USR01380,2022-02-28 22:00:00,1.0,False,False,3,False,227,English
CMT0000148,POST015614,USR01000,2023-06-02 11:00:00,-0.709,True,True,0,False,90,English
CMT0000149,POST011063,USR04201,2023-01-13 06:00:00,-0.124,False,False,1,False,86,Spanish
CMT0000150,POST000443,USR02969,2022-03-19 12:00:00,0.084,False,True,18,False,107,English
CMT0000151,POST026381,USR00220,2023-02-08 11:00:00,-1.0,False,False,9,False,63,Portuguese
CMT0000152,POST025348,USR04904,2022-02-27 09:00:00,0.028,False,True,16,True,242,English
CMT0000153,POST024862,USR02641,2022-08-23 09:00:00,0.597,False,False,22,False,58,English
CMT0000154,POST026666,USR00283,2022-10-04 17:00:00,0.843,False,False,3,True,20,Hindi
CMT0000155,POST018913,USR03202,2022-10-25 12:00:00,0.365,True,False,25,True,569,German
CMT0000156,POST027873,USR03563,2023-03-23 23:00:00,0.034,True,False,17,True,734,English
CMT0000157,POST002295,USR01983,2022-04-24 20:00:00,-0.48,True,True,2,True,851,English
CMT0000158,POST029286,USR00557,2022-04-20 14:00:00,0.361,False,False,29,False,686,English
CMT0000159,POST015861,USR03889,2023-04-18 02:00:00,1.0,False,True,1,True,429,Hindi
CMT0000160,POST018044,USR01033,2023-02-22 04:00:00,-0.555,True,False,3,True,724,Portuguese
CMT0000161,POST006333,USR00408,2022-08-31 01:00:00,-0.33,False,False,1,False,401,English
CMT0000162,POST011668,USR02638,2022-07-07 08:00:00,0.578,False,True,51,True,269,English
CMT0000163,POST023960,USR02594,2023-06-07 04:00:00,0.879,False,False,75,False,542,German
CMT0000164,POST013819,USR00932,2023-08-10 16:00:00,-0.664,True,True,30,False,56,English
CMT0000165,POST006274,USR04748,2022-04-06 06:00:00,-0.173,False,False,17,True,904,English
CMT0000166,POST021191,USR02983,2023-12-07 05:00:00,0.269,True,True,35,True,850,English
CMT0000167,POST012359,USR00285,2022-02-15 04:00:00,0.13,False,False,4,True,64,Hindi
CMT0000168,POST027565,USR04950,2023-05-21 04:00:00,-0.14,False,False,11,False,168,English
CMT0000169,POST008852,USR03403,2023-01-01 15:00:00,0.797,False,False,14,False,228,Portuguese
CMT0000170,POST027642,USR00767,2022-12-11 05:00:00,0.13,False,True,2,True,533,French
CMT0000171,POST001150,USR03679,2022-07-05 13:00:00,-0.114,False,True,0,False,693,English
CMT0000172,POST020669,USR02984,2022-07-01 10:00:00,0.014,False,False,28,False,878,English
CMT0000173,POST020688,USR02948,2022-11-21 09:00:00,0.01,False,False,1,False,777,Portuguese
CMT0000174,POST021938,USR01210,2023-06-28 07:00:00,0.861,False,False,5,True,17,Hindi
CMT0000175,POST012095,USR01454,2022-05-02 10:00:00,-0.178,False,False,2,False,866,Japanese
CMT0000176,POST017284,USR04681,2022-06-27 22:00:00,0.052,False,False,7,False,512,English
CMT0000177,POST010833,USR03634,2022-05-24 18:00:00,1.0,False,False,7,True,651,German
CMT0000178,POST016581,USR00018,2022-08-09 01:00:00,-0.079,False,True,7,True,601,Spanish
CMT0000179,POST018109,USR01190,2022-04-23 03:00:00,-0.306,False,False,1,True,595,English
CMT0000180,POST002395,USR02562,2023-05-16 19:00:00,0.828,False,False,6,True,80,Spanish
CMT0000181,POST003289,USR01268,2023-01-28 17:00:00,-0.181,False,True,0,False,790,Spanish
CMT0000182,POST017870,USR03527,2023-01-06 03:00:00,-0.318,False,False,8,False,227,Spanish
CMT0000183,POST012161,USR01791,2022-11-03 11:00:00,0.773,False,True,6,True,978,English
CMT0000184,POST011477,USR03827,2022-03-03 23:00:00,1.0,False,False,81,True,741,English
CMT0000185,,USR01528,2023-07-15 11:00:00,-1.0,False,False,85,True,604,English
CMT0000186,POST015570,USR03651,2022-09-28 19:00:00,0.604,False,False,61,True,196,French
CMT0000187,POST002781,USR01224,2023-10-29 02:00:00,-0.405,True,False,0,False,717,Portuguese
CMT0000188,POST015431,USR00765,2022-05-24 09:00:00,-0.278,False,True,0,True,448,English
CMT0000189,POST000767,USR01634,2023-07-15 13:00:00,0.471,False,False,89,False,544,Japanese
CMT0000190,POST014501,USR03010,2023-03-20 17:00:00,-0.193,False,True,24,True,414,English
CMT0000191,POST027644,USR02042,2022-02-24 22:00:00,-0.433,True,False,65,True,918,English
CMT0000192,POST014789,USR04285,2022-03-01 03:00:00,0.8,False,True,2,True,17,Spanish
CMT0000193,POST011825,USR00466,2022-12-14 12:00:00,-0.254,False,True,33,True,841,English
CMT0000194,POST015479,USR04721,2022-08-31 03:00:00,0.682,False,False,26,True,188,Hindi
CMT0000195,POST013967,USR03965,2022-10-01 06:00:00,-0.812,True,True,48,False,88,Spanish
CMT0000196,POST029393,USR02919,2023-04-18 14:00:00,1.0,False,True,49,True,176,Spanish
CMT0000197,POST014202,USR04347,2022-01-19 21:00:00,0.678,False,False,30,False,194,Arabic
CMT0000198,POST029800,USR00360,2022-04-16 09:00:00,-0.091,False,False,3,True,759,Portuguese
CMT0000199,POST004319,USR02568,2022-08-10 16:00:00,-0.766,False,False,2,True,761,Hindi
CMT0000200,POST029847,USR04637,2023-08-30 05:00:00,-0.551,False,False,0,False,612,Japanese
CMT0000201,POST015136,USR02213,2022-01-15 23:00:00,-0.524,True,False,4,True,484,Hindi
CMT0000202,POST002337,USR03563,2022-11-07 09:00:00,0.326,False,False,2,True,944,English
CMT0000203,POST001912,USR01064,2023-02-18 06:00:00,0.048,True,False,1,True,32,English
CMT0000204,POST027883,USR04389,2022-11-23 17:00:00,1.0,False,False,3,False,962,English
CMT0000205,POST026597,USR00529,2022-12-08 04:00:00,-0.842,False,True,1,True,389,Hindi
CMT0000206,POST023256,USR03564,2022-04-04 02:00:00,-0.761,False,False,0,True,785,Portuguese
CMT0000207,POST012778,USR00242,2022-02-23 03:00:00,0.788,False,False,5,True,270,English
CMT0000208,POST003389,USR03598,2023-05-22 19:00:00,0.183,False,False,7,True,578,Portuguese
CMT0000209,POST001106,USR02822,2023-12-26 18:00:00,0.18,False,False,35,False,391,English
CMT0000210,POST009341,USR00903,2022-06-22 01:00:00,0.371,False,False,11,False,391,Portuguese
CMT0000211,POST005654,USR00387,2023-04-16 15:00:00,-0.064,True,False,5,True,149,English
CMT0000212,POST025498,USR02960,2022-02-09 11:00:00,0.064,False,True,3,False,161,English
CMT0000213,POST024947,USR03283,2023-05-16 15:00:00,1.0,False,False,5,True,421,German
CMT0000214,POST001082,USR04104,2022-06-01 19:00:00,-0.197,False,False,13,True,828,Arabic
CMT0000215,POST008189,USR01227,2023-04-26 11:00:00,-1.0,True,True,4,False,704,Hindi
CMT0000216,POST000687,USR03092,2022-07-16 07:00:00,-0.421,True,False,4,False,538,English
CMT0000217,POST015492,USR04368,2022-08-09 20:00:00,-0.683,True,False,64,False,25,English
CMT0000218,POST006775,USR03618,2022-12-06 13:00:00,0.878,False,False,33,False,474,English
CMT0000219,POST023072,USR01397,2023-01-09 14:00:00,0.687,False,False,8,True,304,German
CMT0000220,POST024048,USR00129,2022-07-19 04:00:00,-0.189,False,False,1,True,753,English
CMT0000221,POST011434,USR02617,2023-08-26 09:00:00,-0.176,False,True,5,False,93,English
CMT0000222,POST007669,USR03566,2023-02-04 00:00:00,-0.144,False,True,6,True,35,English
CMT0000223,POST018411,USR01671,2022-05-05 04:00:00,-0.991,False,True,6,True,148,French
CMT0000224,POST012797,USR02702,2023-06-10 17:00:00,0.706,False,False,6,True,479,English
CMT0000225,POST017333,USR03772,2023-12-06 08:00:00,0.237,False,False,24,False,986,Portuguese
CMT0000226,POST004717,USR02480,2022-12-17 05:00:00,0.228,False,False,31,False,861,English
CMT0000227,POST028160,USR02741,2023-08-28 12:00:00,0.473,True,False,34,False,555,French
CMT0000228,POST016404,USR04413,2023-12-19 18:00:00,-0.091,False,False,46,True,456,Hindi
CMT0000229,POST002147,USR02092,2023-10-12 07:00:00,0.22,True,True,0,True,262,English
CMT0000230,POST010548,USR01458,2022-08-20 16:00:00,-0.349,False,False,7,False,717,English
CMT0000231,POST020402,USR00807,2023-09-21 08:00:00,0.348,False,False,16,True,795,Portuguese
CMT0000232,POST027184,USR03509,2023-05-26 23:00:00,-0.096,True,False,2,True,700,Portuguese
CMT0000233,POST015300,USR03126,2022-07-04 13:00:00,0.191,True,False,7,True,908,Spanish
CMT0000234,POST017576,USR00712,2023-08-24 23:00:00,-0.121,False,False,36,True,769,English
CMT0000235,POST000694,USR03321,2023-05-06 01:00:00,1.0,False,False,19,True,862,English
CMT0000236,POST000307,USR03135,2023-05-01 22:00:00,-1.0,True,True,61,False,940,French
CMT0000237,POST023631,USR03585,2022-07-06 14:00:00,0.716,False,False,12,True,813,English
CMT0000238,POST015301,USR04646,2023-10-01 00:00:00,0.656,False,True,14,True,391,English
CMT0000239,POST028275,USR01653,2023-07-14 15:00:00,-0.509,False,True,1,False,121,German
CMT0000240,POST021359,USR01569,2022-09-05 06:00:00,-0.016,True,True,3,True,785,Hindi
CMT0000241,POST027930,USR01682,2023-11-03 22:00:00,-0.188,False,False,1,False,922,English
CMT0000242,POST018393,USR02529,2022-07-12 17:00:00,0.323,False,False,2,True,137,German
CMT0000243,POST012588,USR03378,2023-10-11 02:00:00,0.363,False,False,1,False,260,English
CMT0000244,POST029163,USR00455,2023-01-21 19:00:00,-0.552,True,True,1,True,646,Portuguese
CMT0000245,POST003816,USR04146,2023-05-04 21:00:00,0.573,False,False,16,True,469,English
CMT0000246,POST028972,USR02771,2023-01-01 01:00:00,-0.01,False,False,10,True,984,English
CMT0000247,POST014054,USR02350,2023-04-04 17:00:00,0.719,False,True,14,False,248,English
CMT0000248,POST019823,USR02359,2022-08-23 22:00:00,0.161,False,False,7,True,226,Portuguese
CMT0000249,POST000023,USR00091,2023-06-11 16:00:00,0.218,False,False,7,False,646,English
CMT0000250,POST002035,USR00066,2023-03-05 23:00:00,0.782,False,False,1,True,892,Arabic
CMT0000251,POST026919,USR04589,2022-12-20 11:00:00,-0.225,False,False,12,True,28,Spanish
CMT0000252,POST017063,USR00999,2023-07-28 19:00:00,-0.61,False,False,9,False,927,Portuguese
CMT0000253,POST010408,USR03896,2023-09-29 03:00:00,-0.007,False,False,11,True,261,English
CMT0000254,POST008041,USR02835,2023-10-07 06:00:00,0.885,False,False,0,True,835,English
CMT0000255,POST008540,USR03340,2022-12-02 09:00:00,-0.326,False,True,3,True,41,French
CMT0000256,POST023401,USR00919,2023-02-12 22:00:00,1.0,True,False,76,False,656,Spanish
CMT0000257,POST015282,USR01580,2023-02-18 20:00:00,0.748,False,False,23,True,852,English
CMT0000258,POST010724,USR01954,2022-12-19 04:00:00,0.039,False,True,6,True,621,English
CMT0000259,POST010312,USR01400,2022-05-23 16:00:00,-0.046,False,True,3,False,181,English
CMT0000260,POST001992,USR03411,2023-08-05 14:00:00,0.64,False,False,297,True,516,Portuguese
CMT0000261,POST024461,USR00311,2022-12-17 07:00:00,0.646,False,False,9,True,718,Spanish
CMT0000262,POST014378,USR02243,2022-09-11 19:00:00,-0.276,False,False,16,True,924,English
CMT0000263,POST009751,USR00512,2023-11-12 12:00:00,0.475,False,False,3,True,900,English
CMT0000264,POST017200,USR00235,2023-07-29 17:00:00,-0.424,True,False,6,True,514,English
CMT0000265,POST003259,USR03175,2023-03-11 01:00:00,-0.158,False,True,14,True,675,Spanish
CMT0000266,POST008472,USR00988,2022-03-10 01:00:00,0.656,False,True,4,False,591,English
CMT0000267,POST009803,USR03097,2022-06-17 10:00:00,-0.048,False,True,3,False,456,Spanish
CMT0000268,POST010017,USR01902,2023-02-12 21:00:00,-0.293,False,False,3,False,752,English
CMT0000269,POST007766,USR01179,2023-10-29 18:00:00,0.489,False,False,0,True,704,English
CMT0000270,POST024993,USR00598,2023-06-23 05:00:00,0.219,False,True,5,True,582,English
CMT0000271,POST019357,USR01921,2023-09-28 18:00:00,0.486,False,True,4,False,904,Hindi
CMT0000272,POST008591,USR00460,2023-03-26 22:00:00,0.939,False,False,10,True,733,English
CMT0000273,POST009199,USR04821,2023-03-10 23:00:00,-0.276,False,False,0,True,813,English
CMT0000274,POST013459,USR03120,2023-08-09 19:00:00,1.0,False,False,63,True,367,English
CMT0000275,POST024422,USR03322,2023-03-31 02:00:00,0.046,False,False,9,True,268,English
CMT0000276,POST019732,USR02439,2022-10-18 13:00:00,-0.486,False,True,7,True,344,English
CMT0000277,POST005510,USR03139,2023-06-14 18:00:00,0.478,False,False,13,False,199,English
CMT0000278,POST013104,USR01513,2023-07-02 19:00:00,-0.851,True,True,50,True,287,English
CMT0000279,POST013070,USR00896,2023-02-09 20:00:00,0.84,False,False,1,True,266,English
CMT0000280,POST005720,USR04023,2022-07-21 04:00:00,-1.0,True,True,3,True,877,English
CMT0000281,POST013569,USR04297,2023-04-23 14:00:00,-0.41,True,True,52,False,240,English
CMT0000282,POST025278,USR01082,2022-12-12 08:00:00,0.289,False,False,22,False,295,English
CMT0000283,POST007100,USR03142,2022-01-17 10:00:00,0.658,False,False,2,True,307,English
CMT0000284,POST019559,USR02339,2023-01-13 11:00:00,-0.13,False,False,1,True,730,Portuguese
CMT0000285,POST029289,USR02347,2022-02-10 17:00:00,0.538,False,True,14,False,842,English
CMT0000286,POST011267,USR04968,2023-10-11 06:00:00,0.578,False,False,15,True,273,English
CMT0000287,POST003139,USR00150,2022-09-26 17:00:00,0.887,False,False,1,True,289,English
CMT0000288,POST019174,USR01708,2022-10-10 00:00:00,0.628,False,True,3,True,890,English
CMT0000289,POST022826,USR03778,2022-08-01 12:00:00,0.789,False,False,6,True,381,English
CMT0000290,POST017115,USR04787,2022-05-11 17:00:00,0.371,False,True,8,False,763,English
CMT0000291,POST003524,USR02004,2023-09-05 19:00:00,-0.018,True,True,2,False,23,English
CMT0000292,POST023416,USR03267,2022-11-29 10:00:00,0.317,False,False,73,True,451,English
