survey_id,user_id,survey_date,anxiety_score,depression_score,self_esteem_score,loneliness_score,fomo_score,life_satisfaction_score,sleep_quality_score,productivity_impact,social_comparison_freq,cyberbullying_experienced,feel_addicted,digital_detox_attempts,primary_emotion_after_use,hours_before_bed,avg_usage,usage_bucket
SUR00106,USR01279,2023-11-10,4.0,4.0,5.0,6.0,10.0,9.0,1.0,Positive,Rarely,False,False,2.0,Neutral,3.8,64.60000000000001,1-2h
SUR00107,USR04889,2023-09-30,7.0,4.0,2.0,7.0,7.0,5.0,4.0,Neutral,Sometimes,True,False,8.0,Neutral,2.1,45.440000000000005,<1h
SUR00108,USR00570,2023-08-09,10.0,6.0,10.0,3.0,4.0,4.0,2.0,Neutral,Often,True,False,3.0,Anxious,0.7,75.64,1-2h
SUR00109,USR03567,2023-10-21,5.0,7.0,6.0,5.0,10.0,4.0,3.0,Positive,Often,False,False,1.0,Envious,0.7,48.0,<1h
SUR00110,USR02419,2023-09-05,8.0,1.0,9.0,5.0,7.0,,6.0,Very Positive,Often,False,True,0.0,Inspired,3.7,107.06666666666666,1-2h
SUR00111,USR00006,2023-07-23,7.0,3.0,7.0,7.0,,4.0,,Positive,Sometimes,False,True,5.0,Envious,1.9,86.55,1-2h
SUR00112,USR04493,2023-10-06,5.0,,,6.0,7.0,6.0,4.0,Positive,Sometimes,False,False,10.0,Depressed,0.1,,
SUR00113,USR01160,2023-08-12,9.0,7.0,8.0,1.0,3.0,7.0,3.0,Positive,Sometimes,False,True,9.0,Envious,1.5,39.839999999999996,<1h
SUR00114,USR02594,2023-10-04,6.0,4.0,6.0,4.0,9.0,3.0,8.0,Neutral,Often,False,False,2.0,Happy,1.5,98.48333333333333,1-2h
SUR00115,USR03801,2023-06-14,8.0,4.0,6.0,2.0,7.0,5.0,7.0,Positive,Sometimes,False,False,10.0,Depressed,1.3,34.4,<1h
SUR00116,USR04264,2023-07-31,10.0,5.0,6.0,3.0,7.0,7.0,6.0,Neutral,Always,True,False,7.0,Neutral,0.9,65.45714285714286,1-2h
SUR00117,USR02989,2023-11-12,7.0,4.0,4.0,6.0,8.0,4.0,3.0,Neutral,Sometimes,False,True,7.0,Inspired,4.0,80.5,1-2h
SUR00118,USR04986,2023-06-05,6.0,4.0,8.0,5.0,7.0,3.0,10.0,Negative,Rarely,False,True,8.0,Envious,0.3,26.7,<1h
SUR00119,USR00729,2023-07-25,4.0,7.0,6.0,3.0,10.0,10.0,6.0,Positive,Sometimes,True,False,7.0,Excited,0.4,123.2,2-4h
SUR00120,USR03521,2023-09-14,3.0,7.0,2.0,2.0,5.0,6.0,7.0,Positive,Never,False,False,2.0,Inspired,1.4,45.48333333333333,<1h
SUR00121,USR00788,2023-09-09,6.0,6.0,8.0,3.0,7.0,7.0,6.0,Negative,Always,False,True,0.0,Anxious,2.2,40.575,<1h
SUR00122,USR03505,2023-08-02,4.0,7.0,6.0,3.0,5.0,8.0,6.0,Very Negative,Often,False,True,2.0,Motivated,2.3,71.1,1-2h
SUR00123,USR01122,2023-10-11,8.0,5.0,2.0,6.0,6.0,9.0,6.0,Negative,Often,False,False,7.0,Excited,0.0,65.12857142857142,1-2h
SUR00124,USR02357,2023-09-18,4.0,6.0,4.0,7.0,7.0,,4.0,Positive,Often,False,True,0.0,Anxious,3.7,112.975,1-2h
SUR00125,USR04109,2023-11-18,4.0,1.0,8.0,4.0,,7.0,7.0,Positive,Sometimes,False,True,4.0,Happy,0.2,75.4375,1-2h
SUR00126,USR01205,2023-11-28,1.0,7.0,4.0,2.0,6.0,8.0,3.0,Negative,Never,True,False,5.0,,0.6,77.4,1-2h
SUR00127,USR00185,2023-06-14,6.0,3.0,6.0,7.0,5.0,4.0,7.0,Very Positive,Sometimes,False,False,10.0,Motivated,1.1,45.325,<1h
SUR00128,USR00015,2023-07-03,6.0,7.0,5.0,4.0,6.0,5.0,8.0,Positive,Never,False,False,8.0,Neutral,3.9,33.3,<1h
SUR00129,USR02377,2023-09-07,3.0,1.0,5.0,5.0,8.0,7.0,10.0,Neutral,Sometimes,False,False,10.0,Neutral,3.3,63.099999999999994,1-2h
SUR00130,USR03215,2023-11-08,7.0,4.0,5.0,6.0,6.0,4.0,,Very Negative,Sometimes,False,True,5.0,Anxious,2.6,85.96666666666665,1-2h
SUR00131,USR02804,2023-10-09,7.0,3.0,7.0,6.0,5.0,7.0,3.0,Positive,Often,False,True,10.0,Envious,3.7,62.2,1-2h
SUR00132,USR03458,2023-09-25,3.0,2.0,4.0,6.0,5.0,8.0,8.0,Very Negative,Always,False,False,3.0,Neutral,0.8,75.35,1-2h
SUR00133,USR04561,2023-06-30,2.0,4.0,6.0,3.0,5.0,4.0,8.0,Neutral,Always,False,True,5.0,Inspired,0.8,22.933333333333334,<1h
SUR00134,USR04870,2023-11-22,6.0,7.0,,7.0,5.0,7.0,5.0,Positive,Sometimes,False,True,10.0,Depressed,0.3,126.61428571428573,2-4h
SUR00135,USR01873,2023-09-25,4.0,4.0,3.0,3.0,9.0,6.0,1.0,Neutral,Sometimes,False,True,2.0,Neutral,2.7,114.725,1-2h
SUR00136,USR00305,2023-08-25,1.0,5.0,2.0,2.0,6.0,7.0,4.0,Very Negative,Sometimes,False,False,8.0,Inspired,3.7,62.76666666666667,1-2h
SUR00137,USR04854,2023-10-07,7.0,7.0,1.0,4.0,6.0,5.0,5.0,Positive,Often,False,False,5.0,Depressed,0.7,52.422222222222224,<1h
SUR00138,USR02645,2023-08-06,2.0,2.0,6.0,7.0,6.0,2.0,3.0,Neutral,Always,False,False,0.0,Anxious,0.7,69.27000000000001,1-2h
SUR00139,USR04781,2023-06-06,5.0,4.0,1.0,4.0,4.0,6.0,5.0,Neutral,Always,True,True,5.0,Envious,3.5,134.3,2-4h
SUR00140,USR00527,2023-08-25,4.0,4.0,7.0,6.0,6.0,7.0,9.0,Very Positive,Often,True,True,0.0,Excited,0.0,97.5,1-2h
SUR00141,USR01630,2023-07-28,5.0,6.0,6.0,5.0,4.0,5.0,5.0,Negative,,True,True,8.0,Motivated,0.5,74.075,1-2h
SUR00142,USR04678,2023-06-18,7.0,9.0,3.0,3.0,4.0,4.0,6.0,Neutral,Sometimes,True,False,10.0,Neutral,2.9,62.15,1-2h
SUR00143,USR04034,2023-10-15,7.0,9.0,10.0,7.0,5.0,7.0,2.0,Positive,Always,False,False,9.0,Motivated,0.8,48.46666666666667,<1h
SUR00144,USR04230,2023-11-08,6.0,1.0,4.0,5.0,10.0,2.0,7.0,Neutral,Rarely,False,False,4.0,Motivated,2.4,30.599999999999998,<1h
SUR00145,USR03454,2023-10-20,,3.0,4.0,4.0,6.0,6.0,2.0,Positive,Never,False,False,0.0,Inspired,0.3,,
SUR00146,USR02262,2023-09-13,7.0,4.0,8.0,6.0,10.0,8.0,7.0,Neutral,Always,False,True,2.0,Inspired,0.2,37.275000000000006,<1h
SUR00147,USR04866,2023-08-24,6.0,6.0,6.0,3.0,2.0,3.0,6.0,Neutral,Always,False,False,9.0,Neutral,2.1,84.55000000000001,1-2h
SUR00148,USR00343,2023-10-18,5.0,2.0,6.0,3.0,2.0,4.0,3.0,Very Positive,Sometimes,False,True,2.0,Neutral,2.8,,
SUR00149,USR04398,2023-08-23,5.0,5.0,,5.0,6.0,6.0,8.0,Positive,Often,False,False,6.0,Inspired,2.3,73.39999999999999,1-2h
SUR00150,USR00318,2023-07-17,5.0,2.0,5.0,2.0,5.0,6.0,6.0,Positive,Sometimes,False,False,4.0,Neutral,0.0,176.2,2-4h
SUR00151,USR02689,2023-07-18,4.0,5.0,5.0,2.0,6.0,5.0,4.0,Negative,Always,False,True,9.0,Motivated,1.4,149.66,2-4h
SUR00152,USR00140,2023-10-08,7.0,4.0,,8.0,8.0,4.0,7.0,Negative,Sometimes,True,,9.0,Neutral,1.3,57.625,<1h
SUR00153,USR02394,2023-10-10,10.0,5.0,5.0,4.0,5.0,3.0,8.0,Negative,Sometimes,False,False,2.0,Excited,0.7,67.06666666666666,1-2h
SUR00154,USR01217,2023-11-11,7.0,4.0,7.0,2.0,6.0,4.0,10.0,Positive,Often,False,True,0.0,Depressed,1.4,261.75,4-8h
SUR00155,USR03395,2023-09-29,6.0,2.0,4.0,7.0,9.0,9.0,3.0,Neutral,Sometimes,False,False,2.0,Motivated,2.1,65.725,1-2h
SUR00156,USR02739,2023-09-08,7.0,5.0,7.0,6.0,6.0,6.0,4.0,Negative,Always,False,False,1.0,Depressed,3.7,89.25555555555556,1-2h
SUR00157,USR00400,2023-07-02,5.0,5.0,5.0,5.0,9.0,7.0,5.0,Negative,Sometimes,False,True,0.0,Neutral,2.4,72.62,1-2h
SUR00158,USR03187,2023-09-23,2.0,3.0,3.0,6.0,6.0,5.0,5.0,Negative,Sometimes,False,,7.0,Motivated,1.4,77.74,1-2h
SUR00159,USR01889,2023-07-11,7.0,3.0,4.0,3.0,4.0,4.0,3.0,Positive,Sometimes,False,False,6.0,Motivated,0.2,147.9,2-4h
SUR00160,USR03993,2023-09-27,3.0,4.0,8.0,6.0,4.0,5.0,1.0,Very Positive,Sometimes,False,True,9.0,Inspired,2.1,41.86666666666667,<1h
SUR00161,USR01746,2023-08-09,7.0,4.0,4.0,7.0,9.0,6.0,7.0,Positive,Sometimes,True,True,5.0,Inspired,2.6,81.82222222222222,1-2h
SUR00162,USR00074,2023-09-15,7.0,1.0,4.0,4.0,8.0,3.0,1.0,Negative,Often,False,True,2.0,Neutral,3.4,56.075,<1h
SUR00163,USR04411,2023-06-15,3.0,7.0,3.0,6.0,4.0,5.0,3.0,Neutral,Sometimes,False,False,2.0,Neutral,2.0,46.14,<1h
SUR00164,USR01814,2023-06-03,4.0,3.0,3.0,8.0,5.0,8.0,5.0,Negative,Rarely,True,True,3.0,Excited,3.2,52.0125,<1h
SUR00165,USR02365,2023-08-02,9.0,4.0,7.0,4.0,10.0,6.0,4.0,Negative,Often,False,False,1.0,Motivated,0.4,43.8,<1h
SUR00166,USR00170,2023-08-15,7.0,7.0,7.0,3.0,5.0,5.0,6.0,Positive,Rarely,False,False,5.0,Neutral,2.1,143.525,2-4h
SUR00167,USR04355,2023-06-24,5.0,6.0,4.0,7.0,5.0,5.0,4.0,Very Negative,Sometimes,False,True,0.0,Depressed,1.3,78.82499999999999,1-2h
SUR00168,USR04462,2023-06-01,7.0,3.0,6.0,4.0,8.0,6.0,4.0,Neutral,Rarely,False,False,8.0,Motivated,1.6,116.33333333333333,1-2h
SUR00169,USR04581,2023-09-04,4.0,3.0,,5.0,8.0,5.0,7.0,Neutral,Often,False,False,8.0,Neutral,3.6,36.5,<1h
