user_id,age,gender,country,occupation,education_level,primary_platform,account_type,is_verified,follower_count,following_count,join_date,profile_completeness_pct
USR00022,42,Female,India,Homemaker,Bachelor,Pinterest,Business,False,1620.8526608288446,42.66054052820849,2021-04-17,36.0
USR00023,50,Male,Canada,Retired,Master,YouTube,Business,True,293.412507738231,97.11624116984581,2017-03-25,35.0
USR00024,14,Male,Germany,Student,Diploma,Facebook,Personal,False,1710.9892348577685,49.20823699158944,2023-01-11,56.0
USR00025,33,Female,Germany,Professional,Bachelor,YouTube,Personal,False,158.15651192243823,1150.7518464940279,2022-04-15,31.0
USR00026,45,Female,Japan,Student,Diploma,YouTube,Brand,False,4378.755608438182,113.1936303949106,2022-11-12,35.0
USR00027,24,Male,Canada,Student,Bachelor,Pinterest,Creator,False,3315.7492500480294,912.9447934082755,2021-02-10,90.0
USR00028,34,Male,France,Student,High School,Instagram,Business,False,380.3840799230474,774.7681845643843,2019-09-15,61.0
USR00029,56,Male,Germany,Student,Some College,Pinterest,Personal,False,1880.8399478588656,1685.6492423006662,2017-06-21,58.0
USR00030,37,Male,France,Business Owner,High School,Pinterest,Personal,False,1241.8790058708473,171.12793940644707,2020-01-14,94.0
USR00031,61,Male,Germany,Retired,Diploma,Pinterest,Creator,True,10131.951549984078,655.6789200106357,2021-08-10,
USR00032,39,Male,Japan,Student,Master,Twitter/X,Business,False,233.05664792505704,466.8556515475317,2018-02-13,39.0
USR00033,54,Male,Canada,Professional,High School,TikTok,Brand,False,872.6661207763511,468.41749459459106,2015-01-27,39.0
USR00034,40,Female,France,Student,Diploma,Instagram,Personal,False,419.4626741442079,394.3271351519296,2016-10-15,39.0
USR00035,28,Female,India,Business Owner,Bachelor,Pinterest,Personal,False,1172.8914403510569,1107.984459320083,2022-10-30,66.0
USR00036,27,Female,Australia,Professional,High School,Pinterest,Personal,False,2440.3833196733344,971.729565972907,2019-09-28,61.0
USR00037,59,Male,UK,Homemaker,Some College,Facebook,Creator,False,412.5217505082298,402.2106990909702,2018-10-25,65.0
USR00038,63,Non-binary,Mexico,Retired,High School,YouTube,Creator,False,635.1369645988958,232.46092277245918,2018-02-12,93.0
USR00039,56,Female,Japan,Freelancer,Some College,TikTok,Business,False,4670.685823149987,202.5038625053068,2016-09-28,44.0
USR00040,64,Female,Australia,Professional,Bachelor,YouTube,Personal,False,8400.000067689385,420.94988033124,2017-05-31,45.0
USR00041,15,Female,UK,Homemaker,Some College,TikTok,Personal,False,2299.102372245773,526.4661843844673,2018-10-10,75.0
USR00042,49,Female,France,Business Owner,Some College,TikTok,Personal,False,891.6336588683683,361.494618451979,2016-02-23,73.0
USR00043,63,Female,Japan,Retired,Diploma,Twitter/X,Personal,False,773.0584177066295,85.61363268474825,2016-01-15,64.0
USR00044,19,Male,India,Business Owner,Some College,Facebook,Personal,True,2495.363011244451,279.8936065931437,2019-04-06,80.0
USR00045,33,Female,Japan,Unemployed,Diploma,Facebook,Business,False,1543.2571619826122,214.3269698603232,2016-02-01,87.0
USR00046,21,Female,France,Freelancer,Some College,YouTube,Personal,False,92.43782378066128,410.7954466921351,2019-01-10,34.0
USR00047,51,Female,Australia,Student,Master,LinkedIn,Personal,True,2587.8374601770565,8462.413715322959,2018-11-09,67.0
USR00048,30,Female,Germany,Homemaker,PhD,Pinterest,Business,False,301.61317409499685,675.9942508819994,2021-10-08,35.0
USR00049,16,Male,Brazil,Business Owner,Diploma,Twitter/X,Business,False,130.92117012283083,1834.7979189069326,2017-12-19,80.0
USR00050,37,Male,Japan,Unemployed,Master,Facebook,Personal,False,89.7908132590265,177.5229196570307,2015-06-27,43.0
USR00051,26,Female,Japan,Unemployed,High School,TikTok,Personal,False,793.0160358831426,414.16512608176026,2023-03-08,77.0
USR00052,62,Female,USA,Retired,Master,TikTok,Personal,False,238.70141391530692,1762.3633125649108,2020-02-25,41.0
USR00053,21,Female,Brazil,Student,Master,YouTube,Personal,False,33.46357923471902,60.54998386716493,2021-01-05,81.0
USR00054,38,Male,Canada,Homemaker,Some College,LinkedIn,Creator,False,640.5433110546167,304.87510852184306,2016-05-26,97.0
USR00055,14,Male,Canada,Homemaker,High School,TikTok,Creator,False,525.3915255868874,849.6168931191975,2019-03-31,88.0
USR00056,32,Female,India,Homemaker,High School,Facebook,Personal,False,875.8092604473651,369.77749482238534,2015-11-19,47.0
USR00057,40,Female,Mexico,Retired,Bachelor,Snapchat,Business,False,426.944090447833,204.08328914236992,2021-03-11,82.0
USR00058,59,Female,USA,Professional,Some College,Instagram,Creator,False,17051.517732023894,218.313770240406,2018-04-15,60.0
USR00059,19,Male,Brazil,Freelancer,Master,Snapchat,Brand,False,2382.7389922153848,589.029182704258,2022-01-18,64.0
USR00060,56,Female,Brazil,Student,Bachelor,Twitter/X,Business,False,518.3133668039312,61.27759281413338,2021-12-08,33.0
USR00061,20,Male,India,Retired,Bachelor,Snapchat,Personal,False,996.8095651351139,468.50795901381923,2019-01-21,38.0
USR00062,59,Female,France,Student,Diploma,LinkedIn,Personal,False,9154.162759836376,963.9354985488228,2021-06-22,44.0
USR00063,47,Male,India,Professional,Master,LinkedIn,Personal,False,4605.167021377009,261.24068095438605,2017-02-26,71.0
USR00064,26,Male,India,Professional,High School,Pinterest,Personal,False,135.05502371018747,62.05531449070839,2022-11-25,88.0
USR00065,29,Female,India,Business Owner,Some College,LinkedIn,Personal,False,254.31258468560537,218.2312273505937,2015-10-12,61.0
USR00066,48,Female,USA,Professional,Some College,YouTube,Personal,False,339.4170845243356,347.74899813019204,2015-07-07,74.0
USR00067,62,Male,Germany,Professional,Master,Snapchat,Business,False,567.0514688513344,110.84822936491791,2022-06-01,34.0
USR00068,52,Female,Brazil,Freelancer,Some College,Pinterest,Personal,False,-1.0,418.53426765512125,2017-07-22,60.0
USR00069,16,Male,India,Retired,PhD,YouTube,Business,False,1154.0281985925192,495.9408495767576,2018-03-31,54.0
USR00070,14,Male,USA,Retired,Bachelor,Twitter/X,Personal,False,3306.289909725816,1708.0435317882761,2015-11-23,85.0
USR00071,18,Male,USA,Homemaker,Bachelor,Snapchat,Personal,False,4247.094725127025,330.99117232316956,2017-08-11,30.0
USR00072,54,Male,India,Homemaker,PhD,Instagram,Personal,False,671.6947428787398,461.309173421723,2016-02-18,90.0
USR00073,16,Female,USA,Freelancer,Some College,Facebook,Personal,False,94.4395287126252,208.2747715813005,2019-04-06,96.0
USR00074,41,Male,Mexico,Freelancer,High School,Pinterest,Personal,False,230.3005251688307,227.55483393279462,2018-02-12,96.0
USR00075,30,Female,India,Student,Diploma,Twitter/X,Creator,False,502.87308167885465,939.1981626829067,2020-02-01,71.0
USR00076,38,Female,UK,Homemaker,PhD,Snapchat,Personal,False,169.43143151214554,304.47975803498684,2022-02-16,88.0
USR00077,56,Male,Mexico,Freelancer,PhD,TikTok,Creator,False,6071.0598902367865,1087.8110325680734,2019-02-03,79.0
USR00078,46,Female,Germany,Freelancer,Bachelor,TikTok,Personal,False,186.9214382234689,381.401887003062,2016-10-28,63.0
USR00079,22,Male,France,Unemployed,High School,Twitter/X,Personal,False,2767.209158007784,102.24789761257307,2019-02-25,97.0
USR00080,48,Female,Australia,Freelancer,High School,TikTok,Creator,False,87.98615455224133,175.65429760202815,2018-12-26,83.0
USR00081,26,Male,Canada,Student,Some College,Instagram,Personal,False,2938.9323612367925,7347.151160618871,2017-05-08,43.0
USR00082,43,Male,India,Retired,High School,Pinterest,Personal,False,889.8891816723116,357.6110916657351,2022-07-08,61.0
USR00083,60,Male,Brazil,Unemployed,Some College,Snapchat,Personal,False,10601.979982447103,58.06742678414697,2017-12-29,99.0
USR00084,27,Male,Mexico,Homemaker,Master,Instagram,Personal,False,200.8696299042053,102.92795696881416,2022-11-14,37.0
USR00085,20,Male,Australia,Student,PhD,Instagram,Personal,True,470.51498098539656,171.49818188691063,2022-08-31,64.0
USR00086,26,Female,UK,Student,Diploma,Facebook,Personal,False,629.1382953056182,138.11098020806944,2022-04-08,53.0
USR00087,35,Female,Canada,Unemployed,Diploma,Snapchat,Personal,False,872.4016230555231,107.87265967964113,2015-10-20,32.0
USR00088,52,Female,France,Unemployed,PhD,Twitter/X,Personal,True,652.6420088792752,2332.833874159181,2021-10-31,65.0
USR00089,33,Female,France,Unemployed,Some College,TikTok,Business,False,671.814426360099,895.6906367323786,2022-02-13,80.0
USR00090,28,Male,France,Unemployed,Some College,Pinterest,Personal,False,655.5051664863464,317.4162546811979,2016-12-01,86.0
USR00091,57,Male,France,Student,Some College,Facebook,Business,False,49.06913274583279,199.39283192758015,2020-12-27,88.0
USR00092,30,Male,Japan,Unemployed,PhD,Instagram,Personal,True,4865.874600261627,332.27617367410863,2023-03-06,51.0
USR00093,59,Male,Canada,Professional,Some College,TikTok,Creator,False,80153.98302600229,3418.403910912066,2017-09-29,
USR00094,36,Female,Japan,Retired,PhD,Snapchat,Creator,False,1715.4087285694952,142.87267736667255,2016-10-31,41.0
USR00095,38,Female,UK,Homemaker,Diploma,Instagram,Personal,True,199.61164986127002,60.78856240378237,2020-03-08,50.0
USR00096,37,Male,Mexico,Freelancer,PhD,Instagram,Brand,False,232.33773182486942,898.5873977117927,2019-04-04,44.0
USR00097,57,Male,UK,Homemaker,Diploma,Snapchat,Personal,False,2751.1134588416644,1352.568525716196,2018-01-10,41.0
USR00098,53,Female,Brazil,Homemaker,Bachelor,Twitter/X,Personal,False,1955.1148427178919,2302.9844211242967,2022-03-06,85.0
USR00099,41,Female,Japan,Homemaker,Diploma,Facebook,Personal,False,715.9174264837012,264.32888116709023,2022-09-19,45.0
USR00100,27,Male,USA,Freelancer,Bachelor,LinkedIn,Brand,False,3395.161321759389,267.6669559575832,2021-03-31,62.0
USR00101,57,Female,India,Retired,Master,Snapchat,Business,False,49.6090079862971,4513.089384758129,2017-06-18,72.0
USR00102,13,Non-binary,Canada,Professional,Master,TikTok,Personal,False,3398.5127581968336,824.3536903697449,2022-09-05,78.0
USR00103,37,Male,USA,Retired,Diploma,TikTok,Personal,False,1566.5667915012639,364.27485572646225,2018-08-21,47.0
USR00104,19,Male,Mexico,Student,High School,LinkedIn,Personal,False,246.18370211788053,738.0713507768735,2015-08-18,45.0
USR00105,21,Female,France,Student,Some College,Instagram,Personal,False,127.74219194721708,239.08047165448127,2017-07-27,69.0
USR00106,36,Female,India,Freelancer,Diploma,Pinterest,Personal,False,1315.5247627289739,579.0968716182743,2015-05-12,96.0
USR00107,13,Female,India,Business Owner,Diploma,YouTube,Personal,False,9053.051889013395,567.9244018801186,2018-07-16,91.0
USR00108,56,Male,France,Retired,PhD,Facebook,Personal,True,778.882462546216,1097.7392934765921,2019-07-02,56.0
USR00109,20,Male,France,Homemaker,High School,Twitter/X,Business,False,305.2015797926706,123.72774832984351,2018-01-01,43.0
USR00110,36,Female,USA,Professional,Bachelor,Twitter/X,Personal,False,1461.0817868099543,618.0155186701122,2015-09-29,95.0
USR00111,23,Female,Germany,Professional,PhD,LinkedIn,Creator,False,16836.555349581522,99.49361827447161,2017-05-14,56.0
USR00112,63,Male,India,Freelancer,Diploma,LinkedIn,Personal,False,2094.2477938379093,3830.012453665619,2021-05-12,83.0
USR00113,29,Female,USA,Homemaker,High School,YouTube,Brand,False,2462.9201611628,243.94800950259835,2023-01-19,89.0
USR00114,20,Female,UK,Unemployed,Diploma,TikTok,Personal,True,6865.045554600718,55.37493618165869,2018-07-12,69.0
USR00115,47,Female,UK,Retired,Bachelor,Twitter/X,Personal,False,2227.9476382229354,11303.108193011698,2017-05-20,74.0
USR00116,47,Female,Japan,Business Owner,Master,Pinterest,Creator,False,339.86396658148067,215.8772961839611,2022-05-08,97.0
USR00117,45,Female,Mexico,Student,Some College,TikTok,Creator,False,80.09012572677068,452.124303368851,2020-08-06,97.0
USR00118,17,Male,Japan,Student,Some College,LinkedIn,Personal,False,275.20611343594715,52.75116039335553,2019-06-09,92.0
USR00119,54,Female,USA,Student,High School,Facebook,Personal,False,209.12047940346028,378.5663845822638,2022-03-18,69.0
USR00120,51,Male,India,Student,Bachelor,LinkedIn,Personal,False,2948.2356311398858,3002.6682727908587,2020-02-23,70.0
USR00121,53,Female,Mexico,Professional,High School,YouTube,Personal,False,3631.9394815867995,940.0464414003593,2016-08-08,90.0
USR00122,40,Male,Germany,Professional,Bachelor,Instagram,Creator,False,1427.04063454109,52.40475059854221,2017-12-20,94.0
USR00123,19,Female,Mexico,Unemployed,Bachelor,LinkedIn,Personal,False,163.52437057516562,161.44835661010728,2016-07-25,30.0
USR00124,21,Male,Canada,Professional,Some College,Pinterest,Personal,False,15992.82616341874,1214.1717231584,2017-10-07,38.0
USR00125,20,Male,Japan,Unemployed,Master,TikTok,Personal,False,587.3874652974024,866.0747155343812,2021-04-18,44.0
USR00126,24,Male,Japan,Homemaker,Master,Facebook,Personal,True,2711.4030633604734,225.15334138600107,2021-01-16,88.0
USR00127,46,Male,UK,Unemployed,PhD,YouTube,Creator,False,1180.846998195943,649.6818826764691,2017-12-12,95.0
USR00128,45,Female,France,Homemaker,Bachelor,TikTok,Personal,False,1499.6622946975203,95.79507113982679,2021-07-22,
USR00129,60,Female,Mexico,Student,Some College,Snapchat,Personal,False,2571.580591547305,84.06497928315133,2019-10-21,78.0
USR00130,35,Female,India,Student,Bachelor,TikTok,Personal,False,386.0511052024106,20.24788172789287,2021-07-18,40.0
USR00131,36,Male,Mexico,Professional,Diploma,Facebook,Personal,False,7770.607606956068,1224.7161830282978,2019-06-24,59.0
USR00132,49,Male,Brazil,Homemaker,PhD,Twitter/X,Personal,False,102.59014488482714,355.5939307555744,2019-01-22,52.0
USR00133,47,Male,France,Professional,Diploma,TikTok,Personal,False,230.94175617200108,405.477969846241,2017-06-17,51.0
USR00134,56,Male,Germany,Unemployed,Some College,Instagram,Creator,False,7620.856633873395,10.136998148914353,2016-07-20,80.0
USR00135,52,Female,Canada,Freelancer,Bachelor,Facebook,Brand,False,2657.1440024001795,380.1019528073345,2020-09-18,71.0
USR00136,34,Male,Brazil,Student,Master,LinkedIn,Business,False,49542.523804224875,781.5402167398598,2020-07-14,58.0
USR00137,39,Male,Germany,Homemaker,Master,Twitter/X,Personal,False,1215.031966712147,32.87340138557288,2016-01-08,74.0
USR00138,47,Male,USA,Business Owner,PhD,Facebook,Personal,False,14053.741590585221,425.40425370297055,2015-07-12,62.0
USR00139,13,Male,UK,Freelancer,Diploma,TikTok,Business,True,67.61175280536561,372.4832780373698,2016-03-25,68.0
USR00140,47,Female,Brazil,Student,Master,Snapchat,Personal,False,131.59480470734192,230.81990937136652,2016-09-18,94.0
USR00141,49,Female,USA,Student,Bachelor,Snapchat,Personal,False,4201.88413027318,1937.4875831978025,2022-01-14,79.0
USR00142,59,Male,UK,Professional,PhD,LinkedIn,Personal,False,80.59593883481226,1452.7487578735602,2016-10-17,77.0
USR00143,26,Male,Brazil,Business Owner,Diploma,Pinterest,Creator,False,815.6200238664262,21616.765318992468,2022-08-19,66.0
USR00144,15,Male,Mexico,Retired,High School,Instagram,Personal,False,6315.824734033131,94.11213804517503,2019-09-26,62.0
USR00145,13,Male,UK,Business Owner,PhD,YouTube,Creator,False,2325.654762683635,674.76853497828,2021-09-08,35.0
USR00146,17,Male,UK,Student,Master,YouTube,Creator,False,1115.0369590549717,2440.230522730964,2015-09-18,99.0
USR00147,38,Non-binary,Brazil,Retired,Some College,Pinterest,Creator,False,559.1058419117885,175.80331687461324,2019-04-26,84.0
USR00148,26,Female,Mexico,Retired,PhD,Instagram,Personal,False,1485.25063071466,3070.227755162861,2019-04-13,73.0
USR00149,51,Female,Mexico,Unemployed,Bachelor,Twitter/X,Creator,False,2606.784004998167,625.0831704577182,2021-09-06,79.0
USR00150,39,Male,USA,Business Owner,Diploma,Snapchat,Personal,False,406.9370456641567,49.59868318388333,2020-04-01,83.0
USR00151,21,Male,France,Freelancer,PhD,TikTok,Business,False,1915.2511503399855,86.22437047101108,2020-12-07,92.0
USR00152,27,Female,Japan,Unemployed,Master,LinkedIn,Personal,False,5528.357954290689,201.0542055158116,2017-10-26,45.0
USR00153,27,Female,USA,Professional,PhD,Pinterest,Personal,False,785.4704204764397,362.898361985921,2021-03-16,76.0
USR00154,38,Female,India,Student,Bachelor,Facebook,Creator,False,1214.6172374188313,1783.1366201843916,2015-02-17,86.0
USR00155,54,Male,Japan,Student,Bachelor,Pinterest,Personal,False,2265.7661822012483,362.2723092939042,2022-08-18,31.0
USR00156,25,Female,Germany,Freelancer,Master,LinkedIn,Personal,False,2507.3992113042027,1701.3072716048878,2023-01-31,66.0
USR00157,63,Male,Canada,Freelancer,Bachelor,Facebook,Personal,False,4095.6485486987267,459.2257769042412,2016-04-14,52.0
USR00158,44,Female,India,Retired,Master,Snapchat,Brand,False,239.47225533482947,409.46670843487595,2022-08-24,42.0
USR00159,51,Female,Japan,Professional,PhD,LinkedIn,Personal,False,496.01999897293894,284.1971074293501,2021-01-08,94.0
USR00160,61,Female,Germany,Professional,PhD,Pinterest,Personal,False,524.3618303320665,1310.847918813548,2017-12-28,77.0
USR00161,64,Male,UK,Retired,High School,Snapchat,Creator,False,282.62805848759916,471.2427093938508,2022-03-10,36.0
USR00162,44,Female,Australia,Retired,Master,Facebook,Personal,False,73.87534294605558,167.49179771648784,2018-10-25,60.0
USR00163,16,Male,USA,Business Owner,Some College,Twitter/X,Creator,True,8.31683345513053,600.9402591315408,2016-04-01,92.0
USR00164,42,Male,Germany,Unemployed,Master,Facebook,Creator,False,6589.1462557826135,233.04005471210817,2018-04-17,74.0
USR00165,49,Male,UK,Student,PhD,Instagram,Business,False,106.60820655410677,218.0868972944743,2019-11-16,85.0
USR00166,35,Female,India,Business Owner,Diploma,Pinterest,Business,True,11496.106479893946,1667.6625164743577,2016-10-09,93.0
USR00167,51,Male,UK,Professional,PhD,TikTok,Creator,False,3324.6318758302655,333.2058465665462,2020-02-02,51.0
USR00168,57,Male,Japan,Freelancer,Bachelor,Pinterest,Personal,False,596.7315995402155,5226.591698356305,2015-01-14,92.0
USR00169,27,Female,Brazil,Business Owner,High School,Snapchat,Personal,False,2764.550014249663,974.8827972529003,2023-02-05,57.0
USR00170,55,Male,India,Freelancer,Some College,YouTube,Personal,False,2074.965632901606,160.94554211420893,2023-01-26,
USR00171,41,Female,India,Retired,High School,Pinterest,Personal,False,210.04849982299504,148.21815665430955,2017-12-14,43.0
USR00172,48,Male,UK,Unemployed,Master,Snapchat,Personal,False,-1.0,91.02081520127018,2020-08-12,48.0
USR00173,25,Male,India,Homemaker,Diploma,Twitter/X,Personal,False,252.20489718062657,834.7493043112981,2017-01-01,89.0
USR00174,44,Female,Canada,Freelancer,Master,Instagram,Business,False,2925.416092095259,144.32413784527688,2020-09-10,
USR00175,19,Male,India,Homemaker,PhD,Pinterest,Personal,False,375.0909659052174,26.609308026459882,2016-03-11,80.0
USR00176,63,Female,USA,Homemaker,Bachelor,Facebook,Creator,False,948.664964497701,55.60521742461847,2022-01-05,63.0
USR00177,34,Female,France,Student,Some College,Instagram,Personal,True,889.1817176969454,107.23607886142484,2018-05-07,80.0
USR00178,40,Female,Japan,Unemployed,Diploma,Instagram,Personal,False,1316.021568000472,604.3926680306844,2022-03-02,48.0
USR00179,14,Female,Brazil,Freelancer,Bachelor,Twitter/X,Personal,False,13277.585897397483,365.34867170971745,2020-09-10,65.0
USR00180,54,Male,India,Business Owner,Some College,Twitter/X,Personal,False,763.9933811525672,1250.639888855526,2021-10-30,55.0
USR00181,57,Male,Brazil,Student,Diploma,YouTube,Personal,False,6815.063848883318,135.82553773289382,2017-03-25,64.0
USR00182,18,Female,India,Student,High School,Facebook,Creator,False,2252.949423129114,273.35501753360467,2016-09-18,92.0
USR00183,40,Female,Germany,Professional,PhD,YouTube,Creator,True,9205.936429822277,3283.9431284309385,2019-03-12,33.0
USR00184,40,Female,Australia,Professional,Bachelor,Facebook,Personal,False,660.0702856620328,267.8923130036653,2016-10-23,32.0
USR00185,56,Female,Canada,Business Owner,Master,TikTok,Personal,False,3115.685162689413,528.1315520961593,2021-01-18,34.0
USR00186,56,Female,India,Retired,PhD,Instagram,Creator,False,1003.3482801260899,183.54256056706325,2020-12-12,58.0
USR00187,32,Female,Brazil,Professional,Some College,Facebook,Personal,False,12.377873311051019,307.7684052513827,2015-01-03,48.0
USR00188,42,Male,France,Freelancer,Diploma,Twitter/X,Personal,False,213.84140079315125,713.5994043382159,2021-09-19,46.0
USR00189,23,Female,Australia,Retired,PhD,TikTok,Personal,False,2626.9149633992606,887.59204378047,2018-08-20,63.0
USR00190,40,Male,Australia,Professional,Master,YouTube,Creator,False,2378.90927646436,464.86869292331505,2020-06-24,49.0
USR00191,37,Male,Brazil,Student,Master,TikTok,Creator,False,157.20236384242696,295.36070995652403,2015-03-21,57.0
USR00192,51,Female,USA,Business Owner,Some College,Twitter/X,Brand,False,1526.222982305365,471.65465632824987,2016-04-03,96.0
USR00193,45,Female,Australia,Freelancer,PhD,LinkedIn,Personal,False,2332.953498563449,166.77501950464656,2019-01-26,39.0
USR00194,13,Female,Canada,Student,Bachelor,Facebook,Personal,False,1041.0672265971596,311.50103692889775,2018-06-13,50.0
USR00195,39,Male,France,Student,PhD,LinkedIn,Personal,False,3272.2331669925193,601.1276352195971,2017-09-07,33.0
USR00196,64,Male,Germany,Unemployed,Master,Twitter/X,Creator,False,2667.3292286948085,1318.6846202843603,2015-08-26,51.0
USR00197,25,Female,France,Professional,Diploma,Facebook,Personal,False,1040.3210338470165,135.12220149471958,2017-09-13,
USR00198,53,Female,Japan,Homemaker,Some College,Twitter/X,Personal,False,509.6696504897835,326.1503632812976,2021-05-12,91.0
USR00199,15,Male,France,Retired,High School,Twitter/X,Personal,False,5238.614783842213,120.7716866239338,2015-11-19,41.0
USR00200,51,Male,Mexico,Freelancer,High School,Snapchat,Creator,False,2196.769490624042,236.67044612566696,2015-12-17,40.0
USR00201,18,Female,USA,Business Owner,Diploma,Facebook,Personal,True,138.08245699935134,1340.2413820188553,2023-03-17,51.0
USR00202,20,Male,UK,Business Owner,PhD,Instagram,Brand,False,1527.4370577209327,211.91136096640923,2020-06-13,58.0
USR00203,39,Female,Canada,Business Owner,Master,Snapchat,Personal,False,195.09037950196762,359.5328969816076,2015-10-11,90.0
USR00204,21,Non-binary,Brazil,Unemployed,PhD,Snapchat,Personal,True,258.0486418248796,91.45506439585911,2020-12-21,90.0
USR00205,49,Male,France,Freelancer,Some College,Snapchat,Personal,False,412.458232837742,205.74864548280834,2016-05-30,56.0
USR00206,45,Female,Japan,Student,Bachelor,Snapchat,Personal,False,1172.9882757313117,62.92591209548558,2016-06-09,76.0
USR00207,63,Male,USA,Retired,High School,Instagram,Creator,False,1923.166579009339,563.6756022117752,2022-05-26,43.0
USR00208,54,Male,Germany,Unemployed,PhD,Snapchat,Creator,False,593.8264863321386,627.4802566110488,2020-04-30,36.0
USR00209,56,Female,Brazil,Retired,Master,YouTube,Personal,False,634.1123047369342,604.4185569995044,2021-03-01,44.0
USR00210,36,Male,USA,Retired,Diploma,LinkedIn,Personal,False,515.4985636078854,652.8339718864516,2016-11-07,75.0
USR00211,27,Prefer not to say,Japan,Professional,High School,Instagram,Creator,False,,605.7431001265206,2017-12-21,57.0
USR00212,44,Female,Canada,Student,High School,YouTube,Personal,True,15.189201452202038,64.61539420159117,2020-12-01,72.0
USR00213,44,Male,Japan,Business Owner,Bachelor,LinkedIn,Personal,False,690.2017081255849,156.75088477118672,2021-10-20,39.0
USR00214,36,Male,UK,Professional,PhD,Instagram,Personal,False,11130.865377828683,27.31734608429798,2019-09-30,80.0
USR00215,53,Male,Germany,Freelancer,Bachelor,YouTube,Personal,False,2382.3557199013553,231.29886539363397,2017-05-17,32.0
USR00216,64,Male,Canada,Freelancer,Master,Snapchat,Personal,False,7333.959752727633,141.89992118272454,2021-01-17,73.0
USR00217,61,Male,Brazil,Homemaker,Master,LinkedIn,Personal,False,51.86409350366307,385.12742192641264,2023-03-09,83.0
USR00218,61,Male,Japan,Homemaker,PhD,TikTok,Personal,False,170.14076992753502,7718.344505270968,2022-09-26,63.0
USR00219,64,Female,Japan,Retired,High School,Instagram,Business,False,2371.012151321483,1031.462497944478,2017-04-03,94.0
USR00220,24,Female,Canada,Homemaker,Some College,LinkedIn,Personal,False,11225.529577415531,2528.7878120727596,2022-12-30,54.0
USR00221,51,Female,Australia,Unemployed,Bachelor,Snapchat,Personal,False,197.97597297753848,1081.0608263563415,2018-06-30,92.0
USR00222,14,Female,India,Freelancer,High School,Pinterest,Creator,False,612.9953350902051,357.777028501958,2019-06-23,99.0
USR00223,15,Male,Australia,Homemaker,Diploma,Pinterest,Personal,False,2002.5891810363735,398.75999336745764,2022-07-14,74.0
USR00224,61,Male,Australia,Business Owner,Master,Twitter/X,Personal,False,124.12044246230936,1138.5403118087831,2022-04-15,97.0
USR00225,49,Female,India,Unemployed,Master,LinkedIn,Personal,False,2398.3514617274623,543.4953753142055,2019-03-10,55.0
USR00226,61,Female,UK,Unemployed,High School,Twitter/X,Business,False,19.815669754420053,285.55853609059216,2019-11-30,55.0
